Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls
2024.0,Faf du Plessis,15,0,438,64,29.2,271,161.62,0,4,47,21,8,0,15,0,0,0,0,0,0,0,0,0
2023.0,Faf du Plessis,14,1,730,84,56.15,475,153.68,0,8,60,36,3,0,14,0,0,0,0,0,0,0,0,0
2022.0,Faf du Plessis,16,1,468,96,31.2,367,127.52,0,3,49,13,4,0,16,0,0,0,0,0,0,0,0,0
2021.0,Faf du Plessis,16,2,633,95*,45.21,458,138.2,0,6,60,23,12,0,16,0,0,0,0,0,0,0,0,0
2020.0,Faf du Plessis,13,2,449,87*,40.81,319,140.75,0,4,42,14,12,0,13,0,0,0,0,0,0,0,0,0
2019.0,Faf du Plessis,12,1,396,96,36.0,321,123.36,0,3,36,15,12,0,12,0,0,0,0,0,0,0,0,0
2018.0,Faf du Plessis,6,1,162,67*,32.4,129,125.58,0,1,17,6,1,0,6,0,0,0,0,0,0,0,0,0
2017.0,Faf du Plessis,2,0,8,8,8.0,7,114.28,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2016.0,Faf du Plessis,6,0,206,69,34.33,162,127.16,0,2,17,9,4,0,6,0,0,0,0,0,0,0,0,0
2015.0,Faf du Plessis,17,2,380,55,29.23,304,125.0,0,1,37,5,8,0,17,0,0,0,0,0,0,0,0,0
2014.0,Faf du Plessis,15,1,303,54*,27.54,235,128.93,0,2,26,7,13,0,15,0,0,0,0,0,0,0,0,0
2012.0,Faf du Plessis,13,0,398,73,33.16,304,130.92,0,3,29,17,4,0,13,6,16,0,0/16,0,16.00,0,0,0
2023.0,Fazalhaq Farooqi,4,1,1,1*,0,5,20.0,0,0,0,0,1,0,4,80,117,4,2/41,29.25,8.78,20.0,0,0
2022.0,Fazalhaq Farooqi,3,1,2,2*,0,8,25.0,0,0,0,0,0,0,3,72,110,2,2/32,55.0,9.17,36.0,0,0
2024.0,Gerald Coetzee,10,1,14,8,3.5,22,63.64,0,0,0,1,2,0,10,201,341,13,4/34,26.23,10.18,15.46,1,0
2024.0,Glenn Maxwell,10,0,52,28,5.78,43,120.93,0,0,6,2,3,0,10,96,129,6,2/23,21.50,8.06,16.00,0,0
2023.0,Glenn Maxwell,14,2,400,77,33.33,218,183.49,0,5,29,31,4,0,14,62,94,3,1/3,31.33,9.1,20.67,0,0
2022.0,Glenn Maxwell,13,2,301,55,27.36,178,169.1,0,1,31,15,5,0,13,144,165,6,2/22,27.50,6.88,24.00,0,0
2021.0,Glenn Maxwell,15,2,513,78,42.75,356,144.1,0,6,48,21,5,0,15,96,135,3,2/23,45.00,8.43,32.00,0,0
2020.0,Glenn Maxwell,13,4,108,32,15.42,106,101.88,0,0,9,0,4,0,13,126,169,3,1/10,56.33,8.04,42.00,0,0
2018.0,Glenn Maxwell,12,0,169,47,14.08,120,140.83,0,0,14,9,4,0,12,96,132,5,2/22,26.40,8.25,19.20,0,0
2017.0,Glenn Maxwell,14,3,310,47,31.0,179,173.18,0,0,19,26,7,0,14,114,125,7,2/15,17.85,6.57,16.28,0,0
2016.0,Glenn Maxwell,11,2,179,68,19.88,124,144.35,0,2,14,8,3,0,11,54,80,0,0/3,0,8.88,0,0,0
2015.0,Glenn Maxwell,11,0,145,43,13.18,112,129.46,0,0,13,8,2,0,11,60,97,2,1/5,48.50,9.7,30.00,0,0
2014.0,Glenn Maxwell,16,0,552,95,34.5,294,187.75,0,4,48,36,9,0,16,66,132,1,1/21,132.00,12.0,66.00,0,0
2013.0,Glenn Maxwell,3,1,36,23,18.0,27,133.33,0,0,1,4,1,0,3,12,23,0,0/5,0,11.5,0,0,0
2012.0,Glenn Maxwell,2,1,6,3*,6.0,11,54.54,0,0,0,0,0,0,2,18,22,1,1/10,22.00,7.33,18.00,0,0
2023.0,Glenn Phillips,5,0,39,25,7.8,22,177.27,0,0,2,4,2,0,5,18,20,1,1/10,20.0,6.67,18.0,0,0
2021.0,Glenn Phillips,3,1,26,14*,13.0,33,78.78,0,0,1,2,1,0,3,12,20,1,1/17,20.0,10.0,12.0,0,0
,Gurjapneet Singh,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
,Gurnoor Singh Brar,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Hardik Pandya,14,1,216,46,18.0,151,143.05,0,0,17,11,4,0,14,216,387,11,3/31,35.18,10.75,19.64,0,0
2023.0,Hardik Pandya,16,4,346,66,31.45,253,136.76,0,2,26,15,8,0,16,150,228,3,1/10,76.00,9.12,50.00,0,0
2022.0,Hardik Pandya,15,4,487,87*,44.27,371,131.27,0,4,49,12,4,0,15,183,222,8,3/17,27.75,7.28,22.88,0,0
2021.0,Hardik Pandya,12,2,127,40*,14.11,112,113.39,0,0,11,5,4,0,12,0,0,0,0,0,0,0,0,0
2020.0,Hardik Pandya,14,5,281,60*,35.12,157,178.98,0,1,14,25,6,0,14,0,0,0,0,0,0,0,0,0
2019.0,Hardik Pandya,16,6,402,91,44.66,210,191.42,0,1,28,29,11,0,16,255,390,14,3/20,27.85,9.17,18.21,0,0
2018.0,Hardik Pandya,13,4,260,50,28.88,195,133.33,0,1,20,11,8,0,13,256,381,18,3/24,21.16,8.92,14.22,0,0
2017.0,Hardik Pandya,17,9,250,35*,35.71,160,156.25,0,0,11,20,12,0,17,156,213,6,2/22,35.50,8.19,26.00,0,0
2016.0,Hardik Pandya,11,2,44,9,6.28,63,69.84,0,0,4,0,6,0,11,100,153,3,1/7,51.00,9.18,33.33,0,0
2015.0,Hardik Pandya,9,3,112,61*,22.4,62,180.64,0,1,9,8,6,0,9,102,176,1,1/13,176.00,10.35,102.00,0,0
,Harnoor Pannu,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Harpreet Brar,13,5,75,29,37.5,54,138.89,0,0,8,2,7,0,13,228,303,7,2/13,43.29,7.97,32.57,0,0
2023.0,Harpreet Brar,13,2,52,17*,8.67,41,126.83,0,0,5,2,2,0,13,163,218,9,4/30,24.22,8.02,18.11,1,0
2022.0,Harpreet Brar,5,0,22,14,7.33,25,88.0,0,0,1,2,3,0,5,96,146,4,3/26,36.50,9.13,24.00,0,0
2021.0,Harpreet Brar,7,5,64,25*,0.0,58,110.34,0,0,3,2,2,0,7,138,139,5,3/19,27.80,6.04,27.60,0,0
2020.0,Harpreet Brar,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,24,41,0,0/41,0,10.25,0,0,0
2019.0,Harpreet Brar,2,1,20,20*,0.0,12,166.66,0,0,2,1,0,0,2,30,48,0,0/24,0,9.6,0,0,0
,Harry Brook,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Harshal Patel,14,1,13,12,4.33,19,68.42,0,0,1,1,5,0,14,294,477,24,3/15,19.88,9.73,12.25,0,0
2023.0,Harshal Patel,13,0,6,6,3.0,6,100.0,0,0,0,1,2,0,13,282,454,14,3/32,32.43,9.66,20.14,0,0
2022.0,Harshal Patel,15,3,43,11,8.6,39,110.26,0,0,4,2,3,0,15,321,410,19,4/34,21.58,7.66,16.89,1,0
2021.0,Harshal Patel,15,4,59,31,14.75,46,128.26,0,0,6,2,3,0,15,338,459,32,5/27,14.34,8.14,10.56,1,1
2020.0,Harshal Patel,5,0,21,16,10.5,24,87.5,0,0,2,0,1,0,5,90,134,3,2/34,44.66,8.93,30.0,0,0
2019.0,Harshal Patel,2,1,0,0*,0.0,2,0.0,0,0,0,0,0,0,2,48,77,2,2/40,38.5,9.62,24.0,0,0
2018.0,Harshal Patel,5,1,60,36*,60.0,33,181.81,0,0,1,6,0,0,5,105,167,7,3/28,23.85,9.54,15.0,0,0
2017.0,Harshal Patel,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,24,43,3,3/43,14.33,10.75,8.0,0,0
2016.0,Harshal Patel,5,1,0,0,0.0,0,0.0,0,0,0,0,2,0,5,84,147,1,1/46,147.0,10.5,84.0,0,0
2015.0,Harshal Patel,15,2,19,9*,3.8,12,158.33,0,0,0,2,1,0,15,263,328,17,2/12,19.29,7.48,15.47,0,0
2014.0,Harshal Patel,3,1,13,6,6.5,7,185.71,0,0,1,1,0,0,3,66,113,4,2/56,28.25,10.27,16.5,0,0
2012.0,Harshal Patel,12,1,15,10,7.5,15,100.0,0,0,1,0,8,0,12,246,340,9,2/24,37.77,8.29,27.33,0,0
2024.0,Harshit Rana,12,0,0,0,0,0.0,0,0,0,0,0,4,0,13,253,383,19,3/24,20.16,9.08,13.32,0,0
2023.0,Harshit Rana,6,0,0,0,0.00,1.0,0.00,0,0,0,0,2,0,6,102,147,5,2/33,29.4,8.65,20.4,0,0
2022.0,Harshit Rana,2,1,2,2,2.00,2.0,100.00,0,0,0,0,0,0,2,30,51,1,1/24,51.0,10.2,30.0,0,0
2024.0,Heinrich Klaasen,16,3,479,80*,39.92,280,171.07,0,4,19,38,8,2,16.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2023.0,Heinrich Klaasen,12,2,448,104,49.78,253,177.08,1,2,32,25,3,1,12.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2019.0,Heinrich Klaasen,3,0,9,6,4.5,10,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2018.0,Heinrich Klaasen,4,1,57,32,19.0,47,121.27,0,0,5,1,3,4,4.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
,Himmat Singh,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Ishan Kishan,14,0,320,69,22.86,215,148.84,0,1,35,16,9,0,14,0,0,0,0,0,0,0,0,0
2023.0,Ishan Kishan,16,0,454,75,30.27,318,142.77,0,3,54,18,10,3,16,0,0,0,0,0,0,0,0,0
2022.0,Ishan Kishan,14,1,418,81*,32.15,348,120.11,0,3,45,11,13,0,14,0,0,0,0,0,0,0,0,0
2021.0,Ishan Kishan,10,1,241,84,26.77,180,133.88,0,2,21,10,3,0,10,0,0,0,0,0,0,0,0,0
2020.0,Ishan Kishan,14,4,516,99,57.33,354,145.76,0,4,36,30,1,0,14,0,0,0,0,0,0,0,0,0
2019.0,Ishan Kishan,7,0,101,28,16.83,100,101.0,0,0,8,4,2,0,7,0,0,0,0,0,0,0,0,0
2018.0,Ishan Kishan,14,0,275,62,22.91,184,149.45,0,2,22,17,9,2,14,0,0,0,0,0,0,0,0,0
2017.0,Ishan Kishan,11,0,277,61,27.7,206,134.46,0,1,29,13,3,0,11,0,0,0,0,0,0,0,0,0
2016.0,Ishan Kishan,5,0,42,27,8.4,41,102.43,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0
2024.0,Ishant Sharma,9.0,2.0,1.0,1*,0,7.0,14.29,0.0,0.0,0.0,0.0,2.0,0.0,9,162,265,10,3/34,26.50,9.81,16.20,0,0
2023.0,Ishant Sharma,8.0,1.0,1.0,1*,0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8,150,206,10,2/19,20.60,8.24,15.00,0,0
2021.0,Ishant Sharma,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,72,97,1,1/26,97.00,8.08,72.00,0,0
2020.0,Ishant Sharma,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18,26,0,0/26,0,8.66,0,0,0
2019.0,Ishant Sharma,13.0,3.0,10.0,10*,0.00,3.0,333.33,0.0,0.0,1.0,1.0,1.0,0.0,13,276,349,13,3/38,26.84,7.58,21.23,0,0
2017.0,Ishant Sharma,6.0,1.0,8.0,5*,4.00,12.0,66.66,0.0,0.0,1.0,0.0,0.0,0.0,6,108,179,0,0/12,0,9.94,0,0,0
2016.0,Ishant Sharma,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,90,148,3,2/36,49.33,9.86,30.00,0,0
2015.0,Ishant Sharma,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,84,159,1,1/25,159.00,11.35,84.00,0,0
2014.0,Ishant Sharma,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,66,101,3,2/37,33.66,9.18,22.00,0,0
2013.0,Ishant Sharma,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,358,466,15,3/27,31.06,7.81,23.86,0,0
2011.0,Ishant Sharma,12.0,5.0,4.0,1*,0.00,5.0,80.0,0.0,0.0,0.0,0.0,3.0,0.0,12,264,314,11,5/12,28.54,7.13,24.00,0,1
2010.0,Ishant Sharma,7.0,1.0,6.0,6*,6.00,17.0,35.29,0.0,0.0,0.0,0.0,1.0,0.0,7,150,236,7,2/33,33.71,9.44,21.42,0,0
2009.0,Ishant Sharma,11.0,1.0,16.0,9,8.00,13.0,123.07,0.0,0.0,1.0,1.0,2.0,0.0,11,258,297,11,2/15,27.00,6.9,23.45,0,0
2008.0,Ishant Sharma,13.0,5.0,11.0,4*,11.00,11.0,100.0,0.0,0.0,1.0,0.0,2.0,0.0,13,259,331,8,2/9,41.37,7.66,32.37,0,0
,Jacob Bethell,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Jake Fraser-McGurk,9,0,330,84,36.67,141,234.04,0,4,32,28,5,0,9,0,0,0,0,0,0,0,0,0
,Jamie Overton,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Jasprit Bumrah,13,4,12,8*,0,12,100.0,0,0,1,0,1,0,13,311,336,20,5/21,16.8,6.48,15.55,0,1
2022.0,Jasprit Bumrah,14,4,0,0*,0.00,8,0.0,0,0,0,0,2,0,14,320,383,15,5/10,25.53,7.18,21.33,0,1
2021.0,Jasprit Bumrah,14,5,16,5*,8.00,17,94.11,0,0,2,0,4,0,14,330,410,21,3/36,19.52,7.45,15.71,0,0
2020.0,Jasprit Bumrah,15,1,5,5*,0.00,3,166.66,0,0,0,0,0,0,15,360,404,27,4/14,14.96,6.73,13.33,2,0
2019.0,Jasprit Bumrah,16,3,0,0*,0.00,1,0.0,0,0,0,0,2,0,16,370,409,19,3/20,21.52,6.63,19.47,0,0
2018.0,Jasprit Bumrah,14,2,10,6*,10.00,11,90.9,0,0,1,0,4,0,14,324,372,17,3/15,21.88,6.88,19.05,0,0
2017.0,Jasprit Bumrah,16,1,17,16*,17.00,12,133.33,0,0,0,1,2,0,16,356,439,20,3/7,21.95,7.39,17.8,0,0
2016.0,Jasprit Bumrah,14,1,8,6,8.00,11,72.72,0,0,1,0,1,0,14,312,406,15,3/13,27.06,7.8,20.8,0,0
2015.0,Jasprit Bumrah,4,1,0,0,0.00,0,0.0,0,0,0,0,0,0,4,90,184,3,1/38,61.33,12.26,30.0,0,0
2014.0,Jasprit Bumrah,11,2,1,1*,0.00,3,33.33,0,0,0,0,0,0,11,238,301,5,2/22,60.2,7.58,47.6,0,0
2013.0,Jasprit Bumrah,2,0,0,0,0.00,0,0.0,0,0,0,0,0,0,2,42,70,3,3/32,23.33,10.0,14.0,0,0
2023.0,Jayant Yadav,1,0,0,0,0,0.0,0,0,0,0,0,2,0,1,24,26,0,0/26,0,6.5,0,0,0
2021.0,Jayant Yadav,5,1,34,23,17.00,26.0,130.76,0,0,2,1,2,0,5,102,130,2,1/25,65.00,7.64,51.00,0,0
2020.0,Jayant Yadav,2,0,0,0,0.00,0.0,0.00,0,0,0,0,0,0,2,42,43,1,1/25,43.00,6.14,42.00,0,0
2019.0,Jayant Yadav,2,0,0,0,0.00,0.0,0.00,0,0,0,0,2,0,2,42,50,1,1/25,50.00,7.14,42.00,0,0
2017.0,Jayant Yadav,2,0,0,0,0.00,0.0,0.00,0,0,0,0,0,0,2,36,42,0,0/16,0,7.0,0,0,0
2016.0,Jayant Yadav,5,0,6,5,3.00,10.0,60.00,0,0,0,0,1,0,5,102,125,2,1/23,62.50,7.35,51.00,0,0
2015.0,Jayant Yadav,3,0,0,0,0.00,0.0,0.00,0,0,0,0,1,0,3,42,29,2,1/8,14.50,4.14,21.00,0,0
2024.0,Jaydev Unadkat,11,2,24,8*,8.0,26,92.31,0,0,2,1,0,0,11,187,319,8,3/30,39.88,10.24,23.38,0,0
2023.0,Jaydev Unadkat,3,0,9,9,9.0,7,128.57,0,0,1,0,0,0,3,48,92,0,0/26,0,11.5,0,0,0
2022.0,Jaydev Unadkat,5,2,59,19*,19.67,37,159.46,0,0,4,3,1,0,5,120,190,6,2/32,31.67,9.5,20.00,0,0
2021.0,Jaydev Unadkat,6,1,41,24,20.5,29,141.37,0,0,3,2,1,0,6,132,168,4,3/15,42.00,7.63,33.00,0,0
2020.0,Jaydev Unadkat,7,0,9,9,9.0,13,69.23,0,0,0,0,1,0,7,138,228,4,2/32,57.00,9.91,34.50,0,0
2019.0,Jaydev Unadkat,11,3,1,1,1.0,3,33.33,0,0,0,0,4,0,11,224,398,10,2/26,39.80,10.66,22.40,0,0
2018.0,Jaydev Unadkat,15,3,49,26,12.25,38,128.94,0,0,6,1,6,0,15,302,486,11,3/46,44.18,9.65,27.45,0,0
2017.0,Jaydev Unadkat,12,2,2,2*,0.0,5,40.0,0,0,0,0,9,0,12,275,322,24,5/30,13.41,7.02,11.45,0,1
2016.0,Jaydev Unadkat,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,18,49,0,0/49,0,16.33,0,0,0
2015.0,Jaydev Unadkat,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,18,30,0,0/30,0,10.0,0,0,0
2014.0,Jaydev Unadkat,9,1,1,1*,1.0,6,16.66,0,0,0,0,0,0,9,187,270,9,3/32,30.00,8.66,20.77,0,0
2013.0,Jaydev Unadkat,13,2,2,1,0.0,2,100.0,0,0,0,0,1,0,13,294,370,13,5/25,28.46,7.55,22.61,0,1
2012.0,Jaydev Unadkat,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,18,32,0,0/32,0,10.66,0,0,0
2011.0,Jaydev Unadkat,7,0,0,0,0.0,0,0.0,0,0,0,0,2,0,7,108,150,6,2/25,25.00,8.33,18.00,0,0
2010.0,Jaydev Unadkat,3,0,0,0,0.0,0,0.0,0,0,0,0,1,0,3,62,85,4,3/26,21.25,8.22,15.50,0,0
2024.0,Jitesh Sharma,14,1,187,32*,17.0,142,131.69,0,0,9,12,13,0,14,0,0,0,0,0,0,0,0,0
2023.0,Jitesh Sharma,14,1,309,49*,23.77,198,156.06,0,0,22,21,3,2,14,0,0,0,0,0,0,0,0,0
2022.0,Jitesh Sharma,12,2,234,44,29.25,143,163.64,0,0,22,12,9,2,12,0,0,0,0,0,0,0,0,0
2020.0,Jofra Archer,14,4,113,27*,18.83,63,179.36,0,0,5,10,5,0,14,334,365,20,3/19,18.25,6.55,16.7,0,0
2019.0,Jofra Archer,11,3,67,27*,33.5,40,167.5,0,0,4,4,3,0,11,258,291,11,3/15,26.45,6.76,23.45,0,0
2018.0,Jofra Archer,10,3,15,8,3.0,21,71.42,0,0,2,0,1,0,10,233,325,15,3/22,21.66,8.36,15.53,0,0
2024.0,Jos Buttler,11,2,359,107*,39.89,255,140.78,2,0,36,12,3,0,11,0,0,0,0,0,0,0,0,0
2023.0,Jos Buttler,14,0,392,95,28.0,282,139.01,0,4,42,14,9,0,14,0,0,0,0,0,0,0,0,0
2022.0,Jos Buttler,17,2,863,116,57.53,579,149.05,4,4,83,45,9,0,17,0,0,0,0,0,0,0,0,0
2021.0,Jos Buttler,7,0,254,124,36.28,166,153.01,1,0,27,13,3,0,7,0,0,0,0,0,0,0,0,0
2020.0,Jos Buttler,13,2,328,70*,32.8,227,144.49,0,2,27,16,6,0,13,0,0,0,0,0,0,0,0,0
2019.0,Jos Buttler,8,0,311,89,38.87,205,151.7,0,3,38,14,8,0,8,0,0,0,0,0,0,0,0,0
2018.0,Jos Buttler,13,3,548,95*,54.8,353,155.24,0,5,52,21,9,1,13,0,0,0,0,0,0,0,0,0
2017.0,Jos Buttler,10,0,272,77,27.2,177,153.67,0,1,27,15,1,0,10,0,0,0,0,0,0,0,0,0
2016.0,Jos Buttler,14,3,255,41,23.18,184,138.58,0,0,23,11,7,0,14,0,0,0,0,0,0,0,0,0
2021.0,Josh Hazlewood,9,0,0,0,0.00,0,0.00,0,0,0,0,1,0,9,210,293,11,3/24,26.63,8.37,19.09,0,0
2020.0,Josh Hazlewood,3,0,0,0,0.00,0,0.00,0,0,0,0,0,0,3,60,64,1,1/19,64.0,6.4,60.0,0,0
,Josh Inglis,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,KL Rahul,14,0,520,82,37.14,382,136.13,0,4,45,19,15,2,14.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2023.0,KL Rahul,9,1,274,74,34.25,242,113.22,0,2,28,4,4,0,9.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2022.0,KL Rahul,15,3,616,103*,51.33,455,135.38,2,4,45,30,9,0,15.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021.0,KL Rahul,13,3,626,98*,62.6,451,138.8,0,6,48,30,11,0,13.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2020.0,KL Rahul,14,2,670,132*,55.83,518,129.34,1,5,58,23,10,0,14.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2019.0,KL Rahul,14,3,593,100*,53.9,438,135.38,1,6,49,25,7,0,14.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2018.0,KL Rahul,14,2,659,95*,54.91,416,158.41,0,6,66,32,10,1,14.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2016.0,KL Rahul,14,3,397,68*,44.11,271,146.49,0,4,37,16,5,4,14.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2015.0,KL Rahul,9,3,142,44*,28.4,126,112.69,0,0,8,5,1,0,9.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2014.0,KL Rahul,11,0,166,46,20.75,164,101.21,0,0,12,3,4,0,11.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2013.0,KL Rahul,5,0,20,12,10.0,16,125.0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2024.0,Kagiso Rabada,11,2,20,11*,20.0,14,142.86,0,0,0,2,5,0,11,252,372,11,2/18,33.82,8.86,22.91,0,0
2023.0,Kagiso Rabada,6,1,0,0,0.0,2,0.0,0,0,0,0,0,0,6,138,232,7,2/34,33.14,10.09,19.71,0,0
2022.0,Kagiso Rabada,13,3,48,25,9.6,43,111.63,0,0,5,2,2,0,13,288,406,23,4/33,17.65,8.46,12.52,2,0
2021.0,Kagiso Rabada,15,2,13,9*,13.0,6,216.66,0,0,2,0,9,0,15,336,456,15,3/36,30.4,8.14,22.4,0,0
2020.0,Kagiso Rabada,17,4,56,15*,14.0,49,114.28,0,0,4,2,8,0,17,394,548,30,4/24,18.26,8.34,13.13,2,0
2019.0,Kagiso Rabada,12,1,14,9,4.66,15,93.33,0,0,0,1,6,0,12,282,368,25,4/21,14.72,7.82,11.28,2,0
2017.0,Kagiso Rabada,6,0,55,44,18.33,64,85.93,0,0,5,1,0,0,6,128,188,6,2/20,31.33,8.81,21.33,0,0
,Kamindu Mendis,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2022.0,Kamlesh Nagarkoti,1,0,0,0,0,0.0,0,0,0,0,0,2,0,1,12,29,0,0/29,0,14.5,0,0,0
2021.0,Kamlesh Nagarkoti,1,0,0,0*,0.00,2.0,0.00,0,0,0,0,0,0,1,12,25,0,0/25,0,12.5,0,0,0
2020.0,Kamlesh Nagarkoti,10,3,22,8*,7.33,31.0,70.96,0,0,1,0,4,0,10,156,231,5,2/13,46.20,8.88,31.20,0,0
,Karim Janat,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Karn Sharma,9,0,31,20,10.33,15,206.67,0,0,2,3,6,0,9.0,144.0,254.0,7.0,2/29,36.29,10.58,20.57,0.0,0.0
2023.0,Karn Sharma,7,0,3,2,1.5,5,60.0,0,0,0,0,0,0,7.0,129.0,223.0,10.0,2/19,22.30,10.37,12.90,0.0,0.0
2020.0,Karn Sharma,5,0,0,0,0.0,0,0.0,0,0,0,0,0,0,5.0,114.0,165.0,5.0,2/25,33.00,8.68,22.80,0.0,0.0
2019.0,Karn Sharma,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1.0,17.0,33.0,1.0,1/33,33.00,11.64,17.00,0.0,0.0
2018.0,Karn Sharma,6,1,0,0,0.0,0,0.0,0,0,0,0,3,0,6.0,57.0,89.0,4.0,2/13,22.25,9.36,14.25,0.0,0.0
2017.0,Karn Sharma,9,0,49,19,8.16,41,119.51,0,0,5,2,3,0,9.0,184.0,214.0,13.0,4/16,16.46,6.97,14.15,1.0,0.0
2016.0,Karn Sharma,5,3,36,26*,0.0,30,120.0,0,0,3,1,0,0,5.0,98.0,171.0,0.0,0/24,0,10.46,0,0.0,0.0
2015.0,Karn Sharma,14,3,104,32,17.33,85,122.35,0,0,3,6,4,0,14.0,239.0,332.0,10.0,2/12,33.20,8.33,23.90,0.0,0.0
2014.0,Karn Sharma,14,4,42,17*,10.5,29,144.82,0,0,1,3,0,0,14.0,304.0,376.0,15.0,4/38,25.06,7.42,20.26,1.0,0.0
2013.0,Karn Sharma,13,3,85,39*,21.25,86,98.83,0,0,6,2,4,0,13.0,209.0,230.0,11.0,2/19,20.90,6.6,19.00,0.0,0.0
2009.0,Karn Sharma,1,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
2020.0,Karun Nair,4,1,16,15*,8.0,14,114.28,0,0,2,0,1,0,4.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2019.0,Karun Nair,1,0,5,5,5.0,6,83.33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2018.0,Karun Nair,13,0,301,54,25.08,221,136.19,0,2,23,13,9,0,13.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2017.0,Karun Nair,14,0,281,64,21.61,226,124.33,0,1,39,6,2,0,14.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
